!x(deg/Myr) y(deg/Myr) z(deg/Myr)
1.30669e+00 7.32127e-01 1.31657e+00
1.06095e+00 5.70591e-01 1.05779e+00
1.10582e+00 5.91176e-01 1.12170e+00
1.17159e+00 6.50359e-01 1.17855e+00
1.05140e+00 5.72198e-01 1.08400e+00
9.10179e-01 4.74927e-01 9.25501e-01
1.30989e+00 7.38522e-01 1.31927e+00
1.08800e+00 5.89499e-01 1.11292e+00
1.37662e+00 7.89043e-01 1.38786e+00
1.59951e+00 9.34782e-01 1.59874e+00
1.00452e+00 5.30460e-01 1.02747e+00
1.03837e+00 5.52831e-01 1.05005e+00
1.02089e+00 5.47541e-01 1.04297e+00
9.92447e-01 5.15696e-01 9.99757e-01
1.12642e+00 6.14996e-01 1.14672e+00
1.14753e+00 6.49206e-01 1.15047e+00
9.97288e-01 5.24265e-01 1.01202e+00
1.12503e+00 6.15820e-01 1.13951e+00
8.97886e-01 4.44581e-01 9.08458e-01
8.66780e-01 4.45710e-01 8.85548e-01
1.47518e+00 8.45574e-01 1.47534e+00
9.27593e-01 4.71429e-01 9.43447e-01
9.63854e-01 5.20887e-01 9.91879e-01
1.09930e+00 5.86142e-01 1.10653e+00
1.23910e+00 6.98386e-01 1.25176e+00
1.03050e+00 5.56926e-01 1.04506e+00
1.04864e+00 5.56259e-01 1.05280e+00
9.53139e-01 4.94537e-01 9.73148e-01
1.46371e+00 8.42497e-01 1.46683e+00
9.60305e-01 4.98989e-01 9.64496e-01
1.40745e+00 8.09093e-01 1.42542e+00
1.04694e+00 5.87436e-01 1.07392e+00
7.81176e-01 3.90714e-01 8.03402e-01
1.20962e+00 6.91454e-01 1.22852e+00
1.09780e+00 6.14469e-01 1.11364e+00
8.34534e-01 4.14031e-01 8.50792e-01
1.36740e+00 7.76132e-01 1.37530e+00
8.42172e-01 4.19113e-01 8.57870e-01
1.25463e+00 6.90094e-01 1.26302e+00
1.05365e+00 5.72931e-01 1.06260e+00
9.39075e-01 5.01952e-01 9.66168e-01
1.10472e+00 5.95916e-01 1.09476e+00
1.04997e+00 5.69093e-01 1.08382e+00
8.18913e-01 4.09090e-01 8.32251e-01
1.04940e+00 5.74791e-01 1.06345e+00
1.09964e+00 5.90932e-01 1.10217e+00
1.06696e+00 5.79964e-01 1.06370e+00
7.26549e-01 3.42865e-01 7.42641e-01
1.01381e+00 5.30100e-01 1.01850e+00
1.09191e+00 5.94655e-01 1.10428e+00
9.43346e-01 5.11135e-01 9.68174e-01
1.01690e+00 5.35377e-01 1.03195e+00
1.13424e+00 6.11918e-01 1.12557e+00
9.08942e-01 4.67883e-01 9.20411e-01
1.32668e+00 7.51292e-01 1.33400e+00
8.66393e-01 4.34352e-01 8.79090e-01
1.08599e+00 5.89573e-01 1.10621e+00
6.06034e-01 2.80821e-01 6.27511e-01
1.27300e+00 7.22474e-01 1.29934e+00
1.33885e+00 7.58844e-01 1.35003e+00
1.24285e+00 6.91902e-01 1.24625e+00
1.05714e+00 5.76931e-01 1.07171e+00
1.25452e+00 6.99001e-01 1.25918e+00
9.53359e-01 5.09202e-01 9.71904e-01
1.14659e+00 6.35642e-01 1.14659e+00
1.48718e+00 8.52742e-01 1.49923e+00
1.41562e+00 8.01345e-01 1.43359e+00
1.10666e+00 5.99133e-01 1.11493e+00
9.88598e-01 5.16374e-01 9.87980e-01
9.59231e-01 4.96825e-01 9.70251e-01
1.07143e+00 5.84616e-01 1.09734e+00
1.63761e+00 9.53361e-01 1.62895e+00
1.35372e+00 7.64814e-01 1.34469e+00
1.03599e+00 5.64810e-01 1.04931e+00
1.02444e+00 5.47259e-01 1.04991e+00
1.54688e+00 8.91983e-01 1.53743e+00
1.52248e+00 8.75267e-01 1.50300e+00
1.38720e+00 7.80648e-01 1.39904e+00
1.14969e+00 6.42576e-01 1.15563e+00
1.34585e+00 7.53204e-01 1.36455e+00
1.47823e+00 8.62487e-01 1.48203e+00
1.06341e+00 5.66757e-01 1.07045e+00
9.54357e-01 5.05964e-01 9.61940e-01
1.04924e+00 5.54212e-01 1.05823e+00
9.63059e-01 5.01110e-01 9.92448e-01
1.12692e+00 6.00445e-01 1.12667e+00
1.21339e+00 6.60404e-01 1.21757e+00
1.29184e+00 7.18206e-01 1.31118e+00
1.17365e+00 6.34714e-01 1.17516e+00
1.37649e+00 7.92557e-01 1.38321e+00
1.21475e+00 6.63918e-01 1.21101e+00
9.23096e-01 4.73292e-01 9.26077e-01
1.07300e+00 5.93869e-01 1.10739e+00
9.96274e-01 5.42324e-01 1.01331e+00
1.45139e+00 8.31664e-01 1.45395e+00
1.12674e+00 5.96663e-01 1.13120e+00
1.11355e+00 6.16861e-01 1.12284e+00
1.02179e+00 5.55809e-01 1.02932e+00
9.36956e-01 4.81816e-01 9.56881e-01
1.17353e+00 6.41687e-01 1.19380e+00
1.06184e+00 5.81649e-01 1.08855e+00
1.15294e+00 6.21679e-01 1.16239e+00
1.31256e+00 7.30123e-01 1.33676e+00
9.08521e-01 4.84627e-01 9.37447e-01
8.80331e-01 4.55603e-01 9.00427e-01
1.33874e+00 7.55736e-01 1.34383e+00
8.00803e-01 3.86502e-01 8.08888e-01
1.17309e+00 6.47422e-01 1.17792e+00
1.04809e+00 5.64881e-01 1.06565e+00
1.04385e+00 5.58107e-01 1.04819e+00
1.43141e+00 8.16821e-01 1.44704e+00
1.17016e+00 6.40978e-01 1.17226e+00
1.09311e+00 5.94021e-01 1.10574e+00
1.27286e+00 7.10085e-01 1.27364e+00
1.29885e+00 7.13783e-01 1.29838e+00
1.20724e+00 6.67287e-01 1.20876e+00
9.56581e-01 4.99592e-01 9.60875e-01
1.27494e+00 7.35166e-01 1.29063e+00
9.85193e-01 5.13167e-01 1.00257e+00
1.09911e+00 6.02566e-01 1.13742e+00
1.61416e+00 9.31049e-01 1.60566e+00
1.11436e+00 6.05715e-01 1.12171e+00
1.22524e+00 6.89426e-01 1.24831e+00
1.21126e+00 6.69659e-01 1.22805e+00
1.31768e+00 7.40430e-01 1.33903e+00
9.99333e-01 5.37954e-01 1.02079e+00
1.05177e+00 5.64938e-01 1.06951e+00
1.46398e+00 8.39110e-01 1.47294e+00
1.07040e+00 5.64486e-01 1.06608e+00
9.75714e-01 5.12019e-01 9.87023e-01
9.81185e-01 5.13222e-01 9.84139e-01
1.10273e+00 5.90789e-01 1.10458e+00
9.91961e-01 5.15394e-01 1.00267e+00
1.04809e+00 5.62972e-01 1.07078e+00
1.15189e+00 6.33860e-01 1.15522e+00
1.46497e+00 8.42096e-01 1.45990e+00
1.30832e+00 7.36540e-01 1.30628e+00
8.17958e-01 4.23087e-01 8.35614e-01
1.25302e+00 7.05403e-01 1.27271e+00
1.35560e+00 7.59885e-01 1.35385e+00
9.13493e-01 4.66253e-01 9.17562e-01
9.18905e-01 4.82891e-01 9.29768e-01
1.17876e+00 6.41077e-01 1.18240e+00
1.05691e+00 5.72856e-01 1.07068e+00
1.49277e+00 8.47268e-01 1.49338e+00
1.13822e+00 6.19510e-01 1.14379e+00
1.51747e+00 8.82757e-01 1.52205e+00
1.44051e+00 8.32753e-01 1.44909e+00
1.18567e+00 6.53569e-01 1.17921e+00
1.01602e+00 5.36829e-01 1.02433e+00
1.02653e+00 5.46232e-01 1.04415e+00
7.87218e-01 3.92025e-01 8.11754e-01
8.97008e-01 4.66233e-01 9.04225e-01
1.34508e+00 7.61178e-01 1.35280e+00
1.04579e+00 5.65976e-01 1.05707e+00
9.71637e-01 5.12801e-01 9.78383e-01
1.24784e+00 7.09001e-01 1.26128e+00
1.20186e+00 6.77074e-01 1.22334e+00
8.14098e-01 4.20467e-01 8.28355e-01
1.43763e+00 8.21188e-01 1.43559e+00
6.81124e-01 3.18448e-01 6.90793e-01
1.43685e+00 8.20991e-01 1.43085e+00
8.17485e-01 4.16032e-01 8.27565e-01
1.18381e+00 6.52016e-01 1.20502e+00
1.34127e+00 7.61076e-01 1.34147e+00
1.15997e+00 6.42957e-01 1.18582e+00
1.05379e+00 5.51839e-01 1.06190e+00
1.21784e+00 6.68167e-01 1.23136e+00
1.00521e+00 5.43557e-01 1.01856e+00
8.71787e-01 4.49282e-01 8.97836e-01
1.34120e+00 7.56357e-01 1.33955e+00
1.11846e+00 6.04262e-01 1.13289e+00
9.79740e-01 5.14442e-01 9.97925e-01
8.43299e-01 4.50621e-01 8.64186e-01
9.28532e-01 4.94668e-01 9.41288e-01
1.26937e+00 7.16695e-01 1.27463e+00
1.01762e+00 5.65187e-01 1.05288e+00
1.08086e+00 6.03976e-01 1.09471e+00
1.24503e+00 6.88475e-01 1.24951e+00
1.03608e+00 5.44592e-01 1.04097e+00
1.11918e+00 6.08358e-01 1.11620e+00
1.17554e+00 6.56446e-01 1.18845e+00
1.25266e+00 6.79962e-01 1.26893e+00
1.13577e+00 6.27237e-01 1.14759e+00
1.13677e+00 6.27208e-01 1.15984e+00
1.27996e+00 7.06715e-01 1.28335e+00
9.95333e-01 5.28071e-01 1.01868e+00
1.08504e+00 5.99934e-01 1.11415e+00
1.28372e+00 7.20072e-01 1.29402e+00
9.29259e-01 4.77798e-01 9.45564e-01
1.20868e+00 6.78685e-01 1.23556e+00
6.47783e-01 3.02348e-01 6.74847e-01
1.14935e+00 6.29246e-01 1.14950e+00
1.20422e+00 6.54093e-01 1.20487e+00
7.42753e-01 3.72132e-01 7.65034e-01
9.47753e-01 4.95767e-01 9.58124e-01
1.33153e+00 7.40570e-01 1.32173e+00
9.46375e-01 4.91238e-01 9.74324e-01
1.06544e+00 5.70069e-01 1.07697e+00
9.89614e-01 5.31198e-01 9.97547e-01
1.05880e+00 5.51252e-01 1.06921e+00
1.12626e+00 6.29050e-01 1.14359e+00
9.78899e-01 5.17129e-01 9.89954e-01
9.88283e-01 5.28955e-01 1.00896e+00
1.21423e+00 6.82961e-01 1.20594e+00
9.02494e-01 4.64697e-01 9.11144e-01
1.00819e+00 5.32925e-01 1.02966e+00
1.29995e+00 7.32577e-01 1.31946e+00
1.19967e+00 6.61875e-01 1.20899e+00
1.08605e+00 5.89768e-01 1.10972e+00
1.19988e+00 6.73028e-01 1.21872e+00
1.15583e+00 6.26982e-01 1.15921e+00
1.26784e+00 6.96266e-01 1.26619e+00
1.28639e+00 7.15171e-01 1.29857e+00
1.21105e+00 6.70521e-01 1.22131e+00
1.05588e+00 5.70138e-01 1.07155e+00
1.16123e+00 6.23871e-01 1.16199e+00
1.11847e+00 6.26256e-01 1.15085e+00
1.12456e+00 6.16776e-01 1.14344e+00
1.03358e+00 5.52960e-01 1.04824e+00
1.14399e+00 6.23035e-01 1.14885e+00
1.15401e+00 6.25210e-01 1.16307e+00
1.19281e+00 6.52690e-01 1.21853e+00
9.42479e-01 4.84778e-01 9.48338e-01
7.50983e-01 3.79662e-01 7.71750e-01
8.98830e-01 4.66925e-01 9.25375e-01
1.41390e+00 8.03781e-01 1.42195e+00
1.10962e+00 6.02884e-01 1.11315e+00
9.49974e-01 5.16327e-01 9.63706e-01
1.19677e+00 6.64322e-01 1.18393e+00
1.05585e+00 5.74427e-01 1.06557e+00
1.17002e+00 6.31263e-01 1.18142e+00
9.70367e-01 5.18372e-01 9.90476e-01
1.29118e+00 7.24894e-01 1.28450e+00
9.65178e-01 5.01699e-01 9.91835e-01
1.34920e+00 7.62932e-01 1.35030e+00
1.37311e+00 7.89104e-01 1.37480e+00
1.33296e+00 7.45602e-01 1.33628e+00
1.30569e+00 7.40087e-01 1.31499e+00
1.19243e+00 6.55788e-01 1.19503e+00
9.10327e-01 4.61238e-01 9.11225e-01
9.25799e-01 4.87984e-01 9.47258e-01
1.09443e+00 5.91415e-01 1.11460e+00
9.57178e-01 5.03383e-01 9.67032e-01
1.05883e+00 5.66549e-01 1.07384e+00
1.09195e+00 5.86281e-01 1.12026e+00
8.04864e-01 3.93745e-01 8.23935e-01
1.01725e+00 5.40995e-01 1.04013e+00
9.87399e-01 5.18879e-01 9.98742e-01
9.57596e-01 4.93167e-01 9.70031e-01
8.91238e-01 4.61125e-01 9.00291e-01
9.29788e-01 4.77963e-01 9.38231e-01
1.15180e+00 6.37297e-01 1.16090e+00
9.21117e-01 4.66539e-01 9.21782e-01
1.57241e+00 9.20817e-01 1.58211e+00
1.02591e+00 5.50829e-01 1.04361e+00
1.31512e+00 7.46794e-01 1.31368e+00
1.29926e+00 7.07352e-01 1.30928e+00
1.21499e+00 6.66072e-01 1.22260e+00
1.11692e+00 6.11398e-01 1.12224e+00
9.81549e-01 5.19393e-01 1.00521e+00
9.71743e-01 5.13709e-01 9.96405e-01
8.42770e-01 4.26618e-01 8.56120e-01
1.10307e+00 5.99317e-01 1.12719e+00
1.26753e+00 7.03837e-01 1.28473e+00
1.09071e+00 5.90765e-01 1.10811e+00
9.99626e-01 5.46203e-01 1.02937e+00
8.24171e-01 4.14753e-01 8.35524e-01
1.46226e+00 8.28732e-01 1.46154e+00
9.11975e-01 4.82398e-01 9.31656e-01
1.12267e+00 6.22571e-01 1.14014e+00
1.23233e+00 7.08840e-01 1.25455e+00
1.23551e+00 6.92950e-01 1.23214e+00
8.99407e-01 4.79794e-01 9.22391e-01
1.15120e+00 6.44226e-01 1.17465e+00
1.00126e+00 5.50718e-01 1.02738e+00
1.06765e+00 5.73708e-01 1.07320e+00
9.39655e-01 4.86544e-01 9.64293e-01
1.22166e+00 6.84789e-01 1.24479e+00
1.26300e+00 7.03561e-01 1.27945e+00
1.13510e+00 6.28525e-01 1.14124e+00
1.41443e+00 8.08194e-01 1.40675e+00
8.81076e-01 4.53066e-01 9.12045e-01
1.23205e+00 6.84813e-01 1.22126e+00
1.20749e+00 6.64925e-01 1.21061e+00
1.46407e+00 8.19295e-01 1.44741e+00
9.93037e-01 5.16531e-01 9.89650e-01
1.02857e+00 5.41362e-01 1.03361e+00
1.06792e+00 5.87226e-01 1.07252e+00
1.25142e+00 6.88618e-01 1.25356e+00
9.31354e-01 4.79596e-01 9.37975e-01
1.39207e+00 7.84724e-01 1.40612e+00
1.14411e+00 6.30093e-01 1.16650e+00
8.95143e-01 4.60349e-01 9.05607e-01
1.25648e+00 6.95334e-01 1.27533e+00
1.19404e+00 6.65128e-01 1.19917e+00
1.19569e+00 6.50715e-01 1.19930e+00
9.35582e-01 4.93604e-01 9.65630e-01
8.96342e-01 4.75825e-01 9.24845e-01
9.31541e-01 4.79568e-01 9.45401e-01
1.04372e+00 5.63404e-01 1.06070e+00
1.20492e+00 6.64441e-01 1.22514e+00
1.29014e+00 7.25926e-01 1.30167e+00
9.44872e-01 4.94715e-01 9.57135e-01
9.37078e-01 5.07922e-01 9.60479e-01
9.16484e-01 4.85927e-01 9.23921e-01
1.42251e+00 8.14036e-01 1.43256e+00
9.50681e-01 4.92591e-01 9.62371e-01
6.92674e-01 3.27443e-01 7.13588e-01
1.12430e+00 6.06139e-01 1.14067e+00
1.04631e+00 5.56552e-01 1.06488e+00
1.30043e+00 7.43051e-01 1.32605e+00
1.10428e+00 6.04709e-01 1.11763e+00
1.04525e+00 5.56369e-01 1.05006e+00
8.37773e-01 4.19057e-01 8.55951e-01
9.45343e-01 5.11472e-01 9.77339e-01
1.31330e+00 7.37116e-01 1.32797e+00
1.21235e+00 6.81614e-01 1.22841e+00
1.32694e+00 7.46817e-01 1.32571e+00
1.04422e+00 5.63259e-01 1.07089e+00
1.29207e+00 7.34688e-01 1.31550e+00
1.44405e+00 8.10296e-01 1.44794e+00
1.32821e+00 7.40266e-01 1.33680e+00
1.19551e+00 6.65084e-01 1.21099e+00
7.73718e-01 3.91805e-01 7.84923e-01
1.23946e+00 7.02457e-01 1.27177e+00
9.98835e-01 5.31470e-01 1.00488e+00
1.31020e+00 7.48755e-01 1.31953e+00
1.02011e+00 5.57890e-01 1.03671e+00
1.41021e+00 8.13077e-01 1.40518e+00
1.12256e+00 6.04738e-01 1.12809e+00
9.69864e-01 5.17029e-01 9.87157e-01
1.41907e+00 8.02218e-01 1.43053e+00
1.13049e+00 6.19274e-01 1.15821e+00
1.02035e+00 5.57174e-01 1.03645e+00
1.17844e+00 6.43055e-01 1.17814e+00
1.13281e+00 6.16196e-01 1.12864e+00
1.21397e+00 6.65752e-01 1.20972e+00
1.08006e+00 5.89397e-01 1.09341e+00
1.04119e+00 5.76118e-01 1.05192e+00
1.54928e+00 8.95539e-01 1.56076e+00
1.17526e+00 6.54625e-01 1.16936e+00
1.07715e+00 5.87152e-01 1.10084e+00
1.18947e+00 6.48813e-01 1.19192e+00
1.03130e+00 5.50129e-01 1.05429e+00
1.03187e+00 5.57045e-01 1.02731e+00
1.16344e+00 6.31812e-01 1.18434e+00
1.11504e+00 6.15435e-01 1.13254e+00
1.06172e+00 5.58964e-01 1.07219e+00
1.33910e+00 7.51473e-01 1.35686e+00
9.32594e-01 4.83238e-01 9.41998e-01
1.02957e+00 5.40055e-01 1.03619e+00
1.29636e+00 7.22609e-01 1.31299e+00
9.55107e-01 5.01225e-01 9.75194e-01
1.17182e+00 6.49085e-01 1.17538e+00
1.17364e+00 6.39802e-01 1.16013e+00
9.96370e-01 5.16135e-01 1.00440e+00
7.70122e-01 3.69245e-01 7.85769e-01
1.03564e+00 5.65012e-01 1.05037e+00
1.21711e+00 6.78243e-01 1.21863e+00
1.21805e+00 6.86270e-01 1.24072e+00
1.54578e+00 8.85847e-01 1.56426e+00
1.24325e+00 6.89678e-01 1.25285e+00
9.71666e-01 5.23664e-01 9.90897e-01
1.04947e+00 5.67884e-01 1.08430e+00
8.74624e-01 4.62576e-01 9.00995e-01
8.65533e-01 4.43477e-01 8.80894e-01
1.02539e+00 5.47852e-01 1.02986e+00
7.58325e-01 3.76123e-01 7.82924e-01
1.41470e+00 8.01582e-01 1.41030e+00
1.30171e+00 7.42602e-01 1.32631e+00
1.27425e+00 7.07250e-01 1.27925e+00
1.13936e+00 6.17308e-01 1.13166e+00
1.22458e+00 6.93916e-01 1.23235e+00
8.68516e-01 4.38701e-01 8.89483e-01
1.26513e+00 7.16209e-01 1.27638e+00
1.29198e+00 7.15372e-01 1.28488e+00
1.20527e+00 6.55637e-01 1.21797e+00
1.01809e+00 5.35251e-01 1.02587e+00
1.31308e+00 7.44938e-01 1.32876e+00
1.35055e+00 7.50931e-01 1.35370e+00
1.23316e+00 6.89979e-01 1.23504e+00
1.18902e+00 6.53468e-01 1.18960e+00
1.07366e+00 5.78615e-01 1.07312e+00
1.06649e+00 5.70997e-01 1.07882e+00
1.40532e+00 8.07865e-01 1.41392e+00
1.03085e+00 5.43921e-01 1.04820e+00
1.25733e+00 7.04888e-01 1.26506e+00
1.29894e+00 7.23291e-01 1.30660e+00
9.17936e-01 4.72047e-01 9.34465e-01
8.92621e-01 4.70266e-01 9.10119e-01
1.12735e+00 6.23910e-01 1.15592e+00
9.67323e-01 5.26928e-01 9.95395e-01
1.22274e+00 6.94836e-01 1.23836e+00
1.28890e+00 7.31189e-01 1.30271e+00
1.08295e+00 5.81506e-01 1.09932e+00
1.21916e+00 6.76061e-01 1.21295e+00
1.10218e+00 5.96032e-01 1.12984e+00
1.37129e+00 7.81230e-01 1.37564e+00
8.34376e-01 4.31988e-01 8.49027e-01
8.70470e-01 4.57844e-01 9.00550e-01
1.07203e+00 5.77608e-01 1.09146e+00
1.18444e+00 6.48769e-01 1.20424e+00
9.78893e-01 5.16184e-01 9.96213e-01
8.60513e-01 4.48277e-01 8.90406e-01
1.01603e+00 5.40498e-01 1.02647e+00
9.88499e-01 5.24196e-01 1.00994e+00
1.18877e+00 6.53477e-01 1.21262e+00
1.27483e+00 7.09667e-01 1.28714e+00
9.57844e-01 5.02188e-01 9.76547e-01
1.33545e+00 7.61998e-01 1.34954e+00
8.63518e-01 4.46772e-01 8.73054e-01
1.05549e+00 5.63255e-01 1.06949e+00
1.06953e+00 5.84991e-01 1.08734e+00
1.16760e+00 6.42943e-01 1.18622e+00
1.40609e+00 7.88708e-01 1.41243e+00
1.32359e+00 7.52629e-01 1.33934e+00
1.03773e+00 5.56275e-01 1.04584e+00
1.11701e+00 6.15381e-01 1.12082e+00
1.63137e+00 9.51089e-01 1.63445e+00
1.01698e+00 5.36379e-01 1.01182e+00
1.81524e+00 1.06295e+00 1.80356e+00
1.17462e+00 6.52098e-01 1.17502e+00
1.14725e+00 6.33646e-01 1.16850e+00
1.37677e+00 7.92305e-01 1.37266e+00
1.14758e+00 6.28402e-01 1.15288e+00
9.55515e-01 5.20341e-01 9.67703e-01
1.30470e+00 7.44919e-01 1.31083e+00
1.10542e+00 6.07408e-01 1.11929e+00
1.14949e+00 6.32811e-01 1.16711e+00
1.09499e+00 5.98207e-01 1.10657e+00
1.13623e+00 6.30641e-01 1.13835e+00
1.01044e+00 5.37593e-01 1.02119e+00
8.35057e-01 4.17826e-01 8.53459e-01
1.00050e+00 5.36400e-01 1.00614e+00
8.54341e-01 4.35892e-01 8.75528e-01
1.22619e+00 6.93036e-01 1.23971e+00
1.12149e+00 6.04859e-01 1.12931e+00
1.08055e+00 5.67821e-01 1.08048e+00
1.06594e+00 5.82100e-01 1.09918e+00
1.15680e+00 6.43721e-01 1.16560e+00
1.10732e+00 5.94408e-01 1.11318e+00
1.09380e+00 5.89285e-01 1.09975e+00
9.72908e-01 5.14195e-01 9.96735e-01
1.18227e+00 6.55138e-01 1.19268e+00
1.09747e+00 6.05867e-01 1.11627e+00
1.23114e+00 6.88474e-01 1.24624e+00
9.69524e-01 5.09724e-01 9.89385e-01
8.01782e-01 4.02045e-01 8.11701e-01
1.12524e+00 6.16944e-01 1.13541e+00
1.34593e+00 7.60442e-01 1.35651e+00
9.91107e-01 5.18512e-01 9.92107e-01
8.78730e-01 4.48787e-01 8.91293e-01
1.28395e+00 7.08231e-01 1.28313e+00
9.25576e-01 4.87980e-01 9.61359e-01
1.29541e+00 7.15317e-01 1.30186e+00
1.01783e+00 5.43100e-01 1.03061e+00
1.09403e+00 5.97836e-01 1.10928e+00
1.21880e+00 6.81572e-01 1.24196e+00
7.16379e-01 3.57491e-01 7.49538e-01
1.12754e+00 6.25453e-01 1.14187e+00
1.09536e+00 5.91153e-01 1.12166e+00
1.42434e+00 8.09333e-01 1.42661e+00
1.18378e+00 6.64009e-01 1.19057e+00
1.20222e+00 6.61210e-01 1.20800e+00
1.13065e+00 6.24778e-01 1.14582e+00
7.18209e-01 3.39402e-01 7.35508e-01
9.99004e-01 5.42620e-01 1.01138e+00
1.27095e+00 7.21917e-01 1.28356e+00
1.06668e+00 5.80066e-01 1.10036e+00
1.15760e+00 6.44353e-01 1.17051e+00
8.66497e-01 4.45452e-01 8.88977e-01
6.98380e-01 3.37815e-01 7.31555e-01
1.19619e+00 6.64204e-01 1.21413e+00
1.33749e+00 7.65851e-01 1.32996e+00
7.23674e-01 3.47214e-01 7.54981e-01
1.08981e+00 5.83529e-01 1.10929e+00
1.16366e+00 6.32052e-01 1.16370e+00
8.52700e-01 4.29094e-01 8.71096e-01
9.26705e-01 4.79085e-01 9.44581e-01
1.18278e+00 6.55985e-01 1.18486e+00
1.23202e+00 6.94855e-01 1.24862e+00
7.26500e-01 3.48297e-01 7.53525e-01
9.42672e-01 5.08211e-01 9.63594e-01
7.78398e-01 3.84080e-01 8.03981e-01
9.87277e-01 5.24719e-01 1.00053e+00
1.07946e+00 5.66162e-01 1.08549e+00
1.13217e+00 6.13787e-01 1.14163e+00
1.15860e+00 6.49677e-01 1.18936e+00
1.36641e+00 7.56998e-01 1.36767e+00
1.14530e+00 6.32920e-01 1.13751e+00
1.26082e+00 7.12411e-01 1.26172e+00
9.57076e-01 5.04283e-01 9.64653e-01
9.94835e-01 5.32401e-01 1.02252e+00
1.15814e+00 6.36375e-01 1.16422e+00
1.15680e+00 6.39483e-01 1.17191e+00
1.07485e+00 5.79597e-01 1.07926e+00
1.00468e+00 5.43564e-01 1.02084e+00
1.09248e+00 6.00718e-01 1.11285e+00
1.18872e+00 6.70670e-01 1.19876e+00
9.00168e-01 4.83198e-01 9.17718e-01
1.02403e+00 5.39289e-01 1.01460e+00
9.69929e-01 5.06615e-01 9.82606e-01
1.09491e+00 5.95047e-01 1.10555e+00
1.33082e+00 7.58241e-01 1.35662e+00
1.21468e+00 6.66719e-01 1.23147e+00
8.60475e-01 4.33798e-01 8.69787e-01
9.26828e-01 4.85892e-01 9.50866e-01
9.09990e-01 4.77553e-01 9.36638e-01
1.28418e+00 7.21047e-01 1.29060e+00
1.22507e+00 6.78784e-01 1.23368e+00
9.77747e-01 5.31067e-01 9.87559e-01
1.31865e+00 7.47033e-01 1.31831e+00
1.32970e+00 7.54808e-01 1.33143e+00
1.42035e+00 8.00822e-01 1.41179e+00
1.23106e+00 6.76944e-01 1.23460e+00
1.00116e+00 5.40550e-01 1.01601e+00
9.26239e-01 4.87365e-01 9.40391e-01
1.28958e+00 7.30391e-01 1.31430e+00
1.32202e+00 7.47127e-01 1.32318e+00
1.36429e+00 7.73855e-01 1.36595e+00
1.26587e+00 7.10854e-01 1.27534e+00
1.13898e+00 6.19008e-01 1.14155e+00
9.90482e-01 5.27962e-01 1.00389e+00
1.15173e+00 6.36630e-01 1.15441e+00
1.33019e+00 7.45464e-01 1.33033e+00
1.05100e+00 5.59494e-01 1.05885e+00
1.27180e+00 7.24480e-01 1.29142e+00
9.30859e-01 5.01034e-01 9.57507e-01
1.30150e+00 7.25756e-01 1.30240e+00
1.32399e+00 7.39150e-01 1.33561e+00
1.24396e+00 6.99404e-01 1.25896e+00
1.14564e+00 6.34714e-01 1.14756e+00
1.49566e+00 8.54204e-01 1.49453e+00
1.47451e+00 8.46128e-01 1.47185e+00
1.23150e+00 6.74179e-01 1.23944e+00
1.40951e+00 7.93534e-01 1.40906e+00
9.51697e-01 4.94320e-01 9.59351e-01
1.18568e+00 6.61089e-01 1.20438e+00
1.65019e+00 9.62019e-01 1.65760e+00
1.49590e+00 8.57665e-01 1.49908e+00
9.94993e-01 5.43257e-01 1.02144e+00
1.10291e+00 5.99633e-01 1.12023e+00
1.09504e+00 6.09808e-01 1.12285e+00
1.21946e+00 6.83935e-01 1.23764e+00
1.20160e+00 6.73787e-01 1.21921e+00
1.38529e+00 7.72102e-01 1.37231e+00
1.42921e+00 8.10920e-01 1.42239e+00
1.31498e+00 7.39958e-01 1.31862e+00
1.07372e+00 5.73002e-01 1.08417e+00
9.83316e-01 5.35107e-01 1.00143e+00
8.32018e-01 4.26030e-01 8.49260e-01
1.25064e+00 6.98182e-01 1.26686e+00
1.03505e+00 5.56726e-01 1.03522e+00
1.25405e+00 7.00559e-01 1.26866e+00
1.25100e+00 7.00698e-01 1.25360e+00
9.07530e-01 4.66037e-01 9.17923e-01
1.41848e+00 7.99465e-01 1.42568e+00
1.27688e+00 7.23314e-01 1.29112e+00
9.79083e-01 5.12226e-01 9.98642e-01
1.20014e+00 6.56714e-01 1.21444e+00
9.34674e-01 4.91270e-01 9.66250e-01
1.23468e+00 6.96219e-01 1.24446e+00
1.11809e+00 6.22898e-01 1.12773e+00
1.00578e+00 5.45481e-01 1.01530e+00
1.20567e+00 6.70122e-01 1.20299e+00
8.70112e-01 4.63684e-01 8.73605e-01
1.44009e+00 8.13192e-01 1.44828e+00
7.82200e-01 3.93726e-01 7.84172e-01
1.29962e+00 7.26217e-01 1.30139e+00
1.10117e+00 5.93048e-01 1.11846e+00
1.32864e+00 7.47238e-01 1.32979e+00
1.18622e+00 6.60501e-01 1.19226e+00
1.23962e+00 6.87610e-01 1.24240e+00
1.23496e+00 6.96310e-01 1.25408e+00
1.21905e+00 6.73211e-01 1.23049e+00
1.05236e+00 5.43897e-01 1.04604e+00
1.08638e+00 5.94913e-01 1.10781e+00
1.04170e+00 5.72465e-01 1.07167e+00
1.31449e+00 7.32052e-01 1.30192e+00
1.03267e+00 5.55807e-01 1.03853e+00
1.26745e+00 7.04561e-01 1.27325e+00
