!x(deg/Myr) y(deg/Myr) z(deg/Myr)
1.20827e+00 6.66114e-01 1.19232e+00
1.16595e+00 6.36007e-01 1.14179e+00
1.21784e+00 6.71302e-01 1.19485e+00
1.02766e+00 5.42367e-01 1.01337e+00
1.14463e+00 6.21924e-01 1.12597e+00
1.08342e+00 5.80307e-01 1.06595e+00
1.17039e+00 6.37211e-01 1.15296e+00
1.15289e+00 6.30161e-01 1.13487e+00
1.12119e+00 6.04075e-01 1.10440e+00
1.12089e+00 6.05867e-01 1.10243e+00
1.24715e+00 6.94980e-01 1.22498e+00
1.10031e+00 5.91273e-01 1.08113e+00
1.19253e+00 6.57108e-01 1.17619e+00
1.23194e+00 6.80401e-01 1.21071e+00
1.15486e+00 6.28516e-01 1.13054e+00
1.06032e+00 5.61396e-01 1.04454e+00
1.19080e+00 6.52243e-01 1.17016e+00
1.12488e+00 6.07163e-01 1.10827e+00
1.12843e+00 6.05144e-01 1.10888e+00
1.16272e+00 6.36954e-01 1.14808e+00
1.24952e+00 6.96753e-01 1.23041e+00
1.22340e+00 6.80168e-01 1.20630e+00
1.07327e+00 5.75075e-01 1.05924e+00
1.16330e+00 6.37947e-01 1.14658e+00
1.20074e+00 6.59567e-01 1.18552e+00
9.65131e-01 5.03236e-01 9.51971e-01
1.27915e+00 7.13244e-01 1.25339e+00
1.14613e+00 6.22971e-01 1.12997e+00
1.22590e+00 6.76969e-01 1.20724e+00
1.19004e+00 6.52122e-01 1.16822e+00
1.08183e+00 5.79075e-01 1.06564e+00
1.06501e+00 5.67143e-01 1.05128e+00
1.07368e+00 5.75881e-01 1.06093e+00
1.19773e+00 6.56944e-01 1.17472e+00
1.18538e+00 6.50049e-01 1.16409e+00
1.14728e+00 6.21497e-01 1.13221e+00
1.31989e+00 7.43581e-01 1.29788e+00
1.13642e+00 6.18297e-01 1.11979e+00
1.21931e+00 6.72532e-01 1.19718e+00
1.13170e+00 6.10084e-01 1.11295e+00
1.35291e+00 7.66584e-01 1.33235e+00
1.15025e+00 6.26865e-01 1.12960e+00
1.10069e+00 5.93187e-01 1.08512e+00
1.12106e+00 6.04657e-01 1.10278e+00
1.28648e+00 7.16817e-01 1.26076e+00
1.22646e+00 6.77868e-01 1.20853e+00
1.20378e+00 6.63268e-01 1.18595e+00
1.19076e+00 6.52734e-01 1.17068e+00
1.27007e+00 7.07578e-01 1.25052e+00
1.21673e+00 6.69933e-01 1.19542e+00
1.05034e+00 5.58725e-01 1.03679e+00
1.10896e+00 5.96231e-01 1.09034e+00
1.22826e+00 6.80858e-01 1.20714e+00
1.12474e+00 6.05779e-01 1.10550e+00
1.09592e+00 5.88119e-01 1.08061e+00
1.13448e+00 6.13941e-01 1.11540e+00
1.10986e+00 5.96213e-01 1.09329e+00
1.03874e+00 5.51502e-01 1.02741e+00
1.14892e+00 6.23744e-01 1.13131e+00
1.12407e+00 6.08150e-01 1.10835e+00
1.22801e+00 6.77382e-01 1.20706e+00
1.19080e+00 6.55634e-01 1.17629e+00
1.19897e+00 6.59984e-01 1.17889e+00
1.30597e+00 7.31158e-01 1.28164e+00
1.05772e+00 5.65060e-01 1.04072e+00
1.17317e+00 6.42034e-01 1.15420e+00
1.15553e+00 6.30847e-01 1.13911e+00
1.25584e+00 6.93523e-01 1.23112e+00
1.10471e+00 5.92968e-01 1.08934e+00
1.18865e+00 6.52832e-01 1.16793e+00
1.16288e+00 6.35403e-01 1.14834e+00
1.09527e+00 5.84411e-01 1.07772e+00
1.14541e+00 6.23239e-01 1.12867e+00
1.12538e+00 6.10176e-01 1.11177e+00
1.20644e+00 6.64177e-01 1.18718e+00
1.15050e+00 6.26460e-01 1.13232e+00
1.17662e+00 6.46934e-01 1.16230e+00
1.31480e+00 7.43249e-01 1.29644e+00
1.27958e+00 7.17265e-01 1.25871e+00
1.16273e+00 6.32476e-01 1.14577e+00
1.23909e+00 6.86795e-01 1.21857e+00
1.15449e+00 6.30805e-01 1.13435e+00
1.12176e+00 6.06047e-01 1.10627e+00
1.13769e+00 6.19364e-01 1.12366e+00
1.21167e+00 6.63538e-01 1.19571e+00
1.10309e+00 5.94549e-01 1.08738e+00
1.17914e+00 6.45646e-01 1.16293e+00
1.26846e+00 7.10953e-01 1.24832e+00
1.15417e+00 6.26839e-01 1.13340e+00
1.15130e+00 6.26834e-01 1.13264e+00
1.17786e+00 6.47450e-01 1.16182e+00
1.12577e+00 6.12357e-01 1.11110e+00
1.15994e+00 6.33655e-01 1.14067e+00
1.17437e+00 6.41410e-01 1.15651e+00
1.19165e+00 6.55328e-01 1.17409e+00
1.17648e+00 6.45375e-01 1.15655e+00
1.14752e+00 6.22244e-01 1.12767e+00
1.10699e+00 5.94142e-01 1.09493e+00
1.08495e+00 5.79954e-01 1.06973e+00
1.23993e+00 6.88452e-01 1.21844e+00
1.07529e+00 5.73715e-01 1.06092e+00
1.19779e+00 6.55646e-01 1.18045e+00
1.11330e+00 5.98788e-01 1.09783e+00
1.12379e+00 6.09784e-01 1.10618e+00
1.20735e+00 6.69688e-01 1.19107e+00
1.21581e+00 6.69735e-01 1.20065e+00
1.17083e+00 6.40121e-01 1.15340e+00
1.10784e+00 5.93465e-01 1.08654e+00
1.29069e+00 7.25950e-01 1.27163e+00
1.03977e+00 5.51272e-01 1.02847e+00
1.10926e+00 5.98499e-01 1.09226e+00
1.13326e+00 6.13218e-01 1.11683e+00
1.11231e+00 6.02220e-01 1.09781e+00
1.21138e+00 6.69362e-01 1.19413e+00
1.15797e+00 6.28638e-01 1.14302e+00
1.16974e+00 6.38305e-01 1.15385e+00
1.15720e+00 6.31014e-01 1.13588e+00
1.05299e+00 5.57546e-01 1.03452e+00
9.54578e-01 4.91733e-01 9.45325e-01
1.20892e+00 6.68686e-01 1.18599e+00
1.16288e+00 6.31425e-01 1.14485e+00
1.22001e+00 6.75607e-01 1.20375e+00
1.19665e+00 6.56210e-01 1.17779e+00
1.13915e+00 6.19479e-01 1.11890e+00
1.10830e+00 5.96280e-01 1.09209e+00
1.13568e+00 6.16872e-01 1.12233e+00
1.19831e+00 6.57879e-01 1.17511e+00
1.13532e+00 6.14606e-01 1.12030e+00
1.13281e+00 6.13863e-01 1.11779e+00
1.14417e+00 6.20991e-01 1.12644e+00
1.12343e+00 6.07259e-01 1.10672e+00
1.14562e+00 6.25073e-01 1.12751e+00
1.18226e+00 6.47209e-01 1.16299e+00
1.09789e+00 5.89592e-01 1.08160e+00
1.20211e+00 6.62593e-01 1.17945e+00
1.23122e+00 6.79252e-01 1.21289e+00
1.15286e+00 6.31395e-01 1.13579e+00
1.19418e+00 6.55398e-01 1.17700e+00
1.19917e+00 6.55396e-01 1.17716e+00
1.16918e+00 6.40221e-01 1.15180e+00
1.18375e+00 6.49874e-01 1.16782e+00
1.07520e+00 5.73624e-01 1.06112e+00
1.25177e+00 6.97003e-01 1.23365e+00
1.14216e+00 6.20782e-01 1.12423e+00
1.10354e+00 5.95392e-01 1.08759e+00
9.98716e-01 5.26049e-01 9.87755e-01
1.25921e+00 7.01741e-01 1.24085e+00
1.30883e+00 7.33686e-01 1.28541e+00
1.12525e+00 6.05758e-01 1.10585e+00
1.15587e+00 6.29577e-01 1.13739e+00
1.20140e+00 6.62801e-01 1.18348e+00
1.14544e+00 6.20768e-01 1.12272e+00
1.04177e+00 5.56401e-01 1.02831e+00
1.14216e+00 6.20882e-01 1.12715e+00
9.57293e-01 4.90660e-01 9.44425e-01
1.18201e+00 6.46464e-01 1.16359e+00
1.20424e+00 6.68510e-01 1.18655e+00
1.23260e+00 6.81203e-01 1.21035e+00
1.09318e+00 5.84901e-01 1.07705e+00
1.12483e+00 6.09777e-01 1.11178e+00
1.15903e+00 6.30351e-01 1.14234e+00
1.08038e+00 5.74090e-01 1.06132e+00
1.17372e+00 6.39885e-01 1.15038e+00
1.19446e+00 6.55439e-01 1.17364e+00
1.15716e+00 6.29499e-01 1.14149e+00
1.21853e+00 6.72275e-01 1.19488e+00
1.23440e+00 6.84095e-01 1.21433e+00
1.13759e+00 6.14916e-01 1.11913e+00
1.17539e+00 6.43753e-01 1.15914e+00
1.12398e+00 6.06995e-01 1.11222e+00
1.04048e+00 5.49147e-01 1.02652e+00
1.13292e+00 6.15838e-01 1.11806e+00
9.69721e-01 5.03835e-01 9.56890e-01
1.28392e+00 7.13579e-01 1.26305e+00
1.19604e+00 6.60568e-01 1.18110e+00
1.19947e+00 6.60067e-01 1.18300e+00
1.18512e+00 6.49467e-01 1.16938e+00
1.09495e+00 5.83855e-01 1.07576e+00
1.20815e+00 6.65161e-01 1.18982e+00
1.19737e+00 6.62187e-01 1.17941e+00
1.16402e+00 6.35912e-01 1.15059e+00
1.20447e+00 6.62297e-01 1.18260e+00
1.12219e+00 6.06081e-01 1.10614e+00
1.06503e+00 5.68232e-01 1.04997e+00
1.14167e+00 6.19545e-01 1.12027e+00
1.12875e+00 6.12812e-01 1.11099e+00
1.20425e+00 6.65675e-01 1.18368e+00
1.22529e+00 6.74884e-01 1.20267e+00
1.04855e+00 5.56015e-01 1.03597e+00
1.11881e+00 6.07055e-01 1.10503e+00
1.10397e+00 5.98344e-01 1.09258e+00
1.03546e+00 5.47739e-01 1.02105e+00
1.14036e+00 6.23924e-01 1.12279e+00
1.30857e+00 7.33687e-01 1.28575e+00
1.07792e+00 5.77641e-01 1.05976e+00
1.22283e+00 6.79534e-01 1.20296e+00
1.20699e+00 6.65235e-01 1.18755e+00
1.14385e+00 6.26089e-01 1.12842e+00
1.20125e+00 6.63178e-01 1.18290e+00
1.14988e+00 6.29555e-01 1.13245e+00
1.17483e+00 6.43738e-01 1.15737e+00
1.18899e+00 6.53010e-01 1.17041e+00
1.10074e+00 5.91704e-01 1.08433e+00
1.22231e+00 6.75379e-01 1.20149e+00
1.13788e+00 6.16185e-01 1.12114e+00
1.20224e+00 6.64900e-01 1.18010e+00
1.12173e+00 6.05175e-01 1.10531e+00
1.15081e+00 6.25291e-01 1.13200e+00
1.13594e+00 6.18094e-01 1.11954e+00
1.10036e+00 5.89150e-01 1.08497e+00
1.18084e+00 6.48473e-01 1.16107e+00
1.16985e+00 6.37440e-01 1.14940e+00
1.11102e+00 5.97468e-01 1.09260e+00
1.27359e+00 7.05947e-01 1.25281e+00
1.18516e+00 6.47286e-01 1.16240e+00
1.20360e+00 6.65338e-01 1.18755e+00
1.24951e+00 6.93471e-01 1.22681e+00
1.15481e+00 6.29012e-01 1.14081e+00
1.20241e+00 6.65980e-01 1.18621e+00
1.11055e+00 5.96768e-01 1.09477e+00
1.18458e+00 6.46977e-01 1.16646e+00
1.14761e+00 6.24544e-01 1.12626e+00
1.20466e+00 6.60987e-01 1.18536e+00
1.16561e+00 6.37606e-01 1.14692e+00
1.11829e+00 6.03830e-01 1.09957e+00
1.23691e+00 6.87638e-01 1.22166e+00
1.05169e+00 5.58908e-01 1.03981e+00
1.19660e+00 6.52979e-01 1.17693e+00
1.12994e+00 6.13469e-01 1.11482e+00
1.15641e+00 6.30603e-01 1.13874e+00
1.12395e+00 6.08625e-01 1.10825e+00
1.20620e+00 6.65268e-01 1.19023e+00
1.18304e+00 6.49952e-01 1.16212e+00
1.28385e+00 7.21730e-01 1.26759e+00
1.04319e+00 5.55988e-01 1.02837e+00
1.18000e+00 6.44958e-01 1.16259e+00
1.14259e+00 6.24506e-01 1.12531e+00
1.23456e+00 6.85851e-01 1.21708e+00
1.21693e+00 6.70287e-01 1.19464e+00
1.14383e+00 6.19361e-01 1.12543e+00
1.14955e+00 6.27368e-01 1.13417e+00
1.16772e+00 6.44698e-01 1.15197e+00
1.16271e+00 6.32526e-01 1.14478e+00
1.13877e+00 6.20528e-01 1.12272e+00
1.00268e+00 5.27294e-01 9.91115e-01
1.29456e+00 7.25905e-01 1.27227e+00
1.10717e+00 6.00353e-01 1.09268e+00
1.13917e+00 6.21046e-01 1.12234e+00
1.21276e+00 6.71270e-01 1.19871e+00
1.18482e+00 6.48969e-01 1.16588e+00
1.08734e+00 5.78266e-01 1.07123e+00
1.25020e+00 6.97376e-01 1.23207e+00
1.28255e+00 7.21904e-01 1.26059e+00
1.15033e+00 6.19626e-01 1.12571e+00
1.12952e+00 6.10623e-01 1.11419e+00
1.03862e+00 5.52051e-01 1.02369e+00
1.19755e+00 6.58301e-01 1.17577e+00
1.03738e+00 5.47256e-01 1.02136e+00
1.08386e+00 5.80781e-01 1.07218e+00
1.13262e+00 6.15371e-01 1.11598e+00
1.23126e+00 6.81644e-01 1.21041e+00
1.17849e+00 6.45492e-01 1.16549e+00
1.08938e+00 5.85419e-01 1.07127e+00
1.13451e+00 6.14031e-01 1.11581e+00
1.07447e+00 5.72800e-01 1.06388e+00
1.16366e+00 6.37175e-01 1.14491e+00
1.11341e+00 6.02264e-01 1.09828e+00
1.21591e+00 6.72642e-01 1.19815e+00
1.08892e+00 5.80907e-01 1.07127e+00
1.03674e+00 5.47369e-01 1.02300e+00
1.22992e+00 6.79951e-01 1.21035e+00
1.11910e+00 6.02283e-01 1.10116e+00
1.08138e+00 5.81890e-01 1.06651e+00
1.13041e+00 6.13768e-01 1.11295e+00
1.22019e+00 6.73048e-01 1.19951e+00
1.25938e+00 7.00811e-01 1.24074e+00
1.13667e+00 6.15311e-01 1.11975e+00
1.21366e+00 6.71146e-01 1.19583e+00
1.18409e+00 6.51159e-01 1.16701e+00
1.19056e+00 6.56874e-01 1.17228e+00
1.27816e+00 7.12546e-01 1.25594e+00
1.22677e+00 6.79055e-01 1.20801e+00
1.09300e+00 5.90563e-01 1.07744e+00
1.14368e+00 6.20927e-01 1.12821e+00
1.10182e+00 5.91126e-01 1.08501e+00
1.17574e+00 6.45650e-01 1.15823e+00
1.24065e+00 6.87761e-01 1.21836e+00
1.11736e+00 6.00873e-01 1.10183e+00
1.22635e+00 6.78193e-01 1.20708e+00
1.14948e+00 6.25520e-01 1.13027e+00
1.22982e+00 6.84200e-01 1.21426e+00
1.06442e+00 5.65510e-01 1.05000e+00
1.15802e+00 6.30168e-01 1.14295e+00
1.14470e+00 6.19627e-01 1.12672e+00
1.12418e+00 6.06879e-01 1.10649e+00
1.21175e+00 6.70106e-01 1.19576e+00
1.06725e+00 5.66916e-01 1.04900e+00
1.27917e+00 7.13069e-01 1.25759e+00
1.28325e+00 7.18405e-01 1.26071e+00
1.09564e+00 5.85397e-01 1.07720e+00
1.22599e+00 6.81390e-01 1.20586e+00
1.13943e+00 6.25099e-01 1.12058e+00
1.23721e+00 6.88212e-01 1.22117e+00
1.10100e+00 5.94006e-01 1.08552e+00
1.15557e+00 6.31719e-01 1.13885e+00
1.19016e+00 6.53800e-01 1.17206e+00
1.27537e+00 7.14007e-01 1.25598e+00
1.17818e+00 6.45789e-01 1.15902e+00
1.11608e+00 6.01075e-01 1.09678e+00
1.15394e+00 6.28820e-01 1.13558e+00
1.10955e+00 5.95959e-01 1.09763e+00
1.16789e+00 6.39266e-01 1.15085e+00
1.19779e+00 6.61996e-01 1.18019e+00
1.18037e+00 6.46824e-01 1.15993e+00
1.27329e+00 7.07288e-01 1.25116e+00
1.17290e+00 6.39164e-01 1.15614e+00
1.12500e+00 6.07028e-01 1.10391e+00
1.20859e+00 6.62508e-01 1.18702e+00
1.04219e+00 5.49537e-01 1.02860e+00
1.19977e+00 6.61682e-01 1.18317e+00
1.19780e+00 6.55406e-01 1.17415e+00
1.04000e+00 5.50266e-01 1.02829e+00
1.12199e+00 6.06811e-01 1.11032e+00
1.22387e+00 6.74670e-01 1.20468e+00
1.11897e+00 6.08637e-01 1.10324e+00
1.11917e+00 6.08470e-01 1.10319e+00
1.09763e+00 5.90202e-01 1.08568e+00
1.24391e+00 6.87966e-01 1.21904e+00
1.12300e+00 6.07264e-01 1.10881e+00
1.19050e+00 6.52672e-01 1.17310e+00
1.18939e+00 6.51063e-01 1.17009e+00
1.11303e+00 5.99525e-01 1.09768e+00
1.19129e+00 6.51492e-01 1.16860e+00
1.10178e+00 5.93128e-01 1.08934e+00
1.19851e+00 6.61029e-01 1.18280e+00
1.08090e+00 5.77626e-01 1.06248e+00
1.08740e+00 5.83130e-01 1.07489e+00
1.08296e+00 5.80730e-01 1.06688e+00
1.23368e+00 6.85336e-01 1.21118e+00
1.16121e+00 6.34339e-01 1.14333e+00
1.12975e+00 6.09575e-01 1.11307e+00
1.13483e+00 6.17019e-01 1.12099e+00
1.23188e+00 6.80390e-01 1.21108e+00
1.13516e+00 6.15497e-01 1.11634e+00
1.12240e+00 6.09762e-01 1.10421e+00
1.21874e+00 6.70322e-01 1.19722e+00
1.13070e+00 6.12413e-01 1.11386e+00
1.14129e+00 6.16014e-01 1.12230e+00
1.18996e+00 6.51844e-01 1.16809e+00
1.11179e+00 5.95553e-01 1.09476e+00
1.26059e+00 7.02773e-01 1.24124e+00
1.25950e+00 7.02127e-01 1.24018e+00
1.21493e+00 6.72829e-01 1.19534e+00
1.17527e+00 6.42937e-01 1.15485e+00
1.10571e+00 5.91530e-01 1.08744e+00
1.17969e+00 6.48955e-01 1.15980e+00
1.08587e+00 5.79452e-01 1.06838e+00
1.08025e+00 5.79116e-01 1.06680e+00
1.16200e+00 6.31631e-01 1.14325e+00
1.16811e+00 6.39647e-01 1.15198e+00
1.19238e+00 6.56131e-01 1.17428e+00
1.15488e+00 6.31404e-01 1.13669e+00
1.13031e+00 6.12856e-01 1.11515e+00
1.25342e+00 6.96648e-01 1.23438e+00
1.08351e+00 5.80458e-01 1.06766e+00
1.08363e+00 5.82627e-01 1.07274e+00
1.10296e+00 5.89518e-01 1.08450e+00
1.11017e+00 5.97931e-01 1.09013e+00
1.20676e+00 6.64843e-01 1.18557e+00
1.09486e+00 5.82215e-01 1.07904e+00
1.14055e+00 6.19054e-01 1.12091e+00
1.15080e+00 6.28229e-01 1.13538e+00
1.20356e+00 6.65313e-01 1.18517e+00
1.04002e+00 5.48208e-01 1.02351e+00
1.11783e+00 6.01112e-01 1.09857e+00
1.18531e+00 6.55349e-01 1.17203e+00
1.12161e+00 6.07103e-01 1.10343e+00
1.15680e+00 6.31208e-01 1.14136e+00
1.09236e+00 5.87250e-01 1.07799e+00
1.06989e+00 5.70298e-01 1.05210e+00
1.20727e+00 6.65178e-01 1.19002e+00
1.08177e+00 5.76641e-01 1.06532e+00
1.25494e+00 7.01043e-01 1.23772e+00
9.73673e-01 5.04300e-01 9.63553e-01
1.22861e+00 6.78152e-01 1.21020e+00
1.18297e+00 6.53247e-01 1.16209e+00
1.07386e+00 5.76440e-01 1.06031e+00
1.17930e+00 6.47192e-01 1.15912e+00
1.28300e+00 7.16321e-01 1.26072e+00
1.16748e+00 6.34864e-01 1.15301e+00
1.11319e+00 5.97080e-01 1.09441e+00
1.19117e+00 6.57998e-01 1.17997e+00
1.19497e+00 6.56017e-01 1.17330e+00
1.07840e+00 5.76600e-01 1.06218e+00
1.25763e+00 6.98987e-01 1.23515e+00
1.07570e+00 5.70246e-01 1.05782e+00
1.11838e+00 6.03558e-01 1.09901e+00
1.08973e+00 5.82937e-01 1.07255e+00
1.13762e+00 6.14293e-01 1.12016e+00
1.24744e+00 6.95005e-01 1.22816e+00
1.15322e+00 6.32138e-01 1.13496e+00
1.02900e+00 5.42750e-01 1.01336e+00
1.22435e+00 6.73327e-01 1.20100e+00
1.24770e+00 6.93731e-01 1.22958e+00
1.23094e+00 6.85008e-01 1.21488e+00
1.06216e+00 5.67942e-01 1.04713e+00
1.13180e+00 6.12544e-01 1.11657e+00
1.26495e+00 7.03523e-01 1.24140e+00
1.16157e+00 6.33627e-01 1.14467e+00
1.07443e+00 5.74233e-01 1.05946e+00
1.14037e+00 6.21554e-01 1.12410e+00
1.18712e+00 6.53473e-01 1.16771e+00
1.26358e+00 7.04619e-01 1.24224e+00
1.15423e+00 6.29099e-01 1.13346e+00
1.19698e+00 6.57459e-01 1.17853e+00
1.18719e+00 6.49866e-01 1.16954e+00
1.21227e+00 6.69442e-01 1.19557e+00
1.24968e+00 6.90343e-01 1.22925e+00
1.06547e+00 5.67081e-01 1.04589e+00
1.24141e+00 6.87800e-01 1.21983e+00
1.10836e+00 5.98994e-01 1.09312e+00
1.14576e+00 6.19957e-01 1.12627e+00
1.18153e+00 6.50778e-01 1.16598e+00
1.16113e+00 6.33233e-01 1.13809e+00
1.23103e+00 6.82395e-01 1.21178e+00
1.22867e+00 6.80913e-01 1.20820e+00
1.17655e+00 6.41918e-01 1.15790e+00
1.11045e+00 5.97565e-01 1.09356e+00
1.11761e+00 6.04062e-01 1.09887e+00
1.13633e+00 6.14668e-01 1.11729e+00
1.13045e+00 6.08440e-01 1.11156e+00
1.09905e+00 5.91212e-01 1.08148e+00
1.10850e+00 5.98540e-01 1.09650e+00
1.17024e+00 6.39646e-01 1.14958e+00
1.13017e+00 6.12857e-01 1.11169e+00
1.23989e+00 6.87325e-01 1.21776e+00
1.12160e+00 6.02381e-01 1.10120e+00
1.13345e+00 6.12978e-01 1.11738e+00
1.10674e+00 5.95239e-01 1.09270e+00
1.12362e+00 6.10302e-01 1.11202e+00
1.29942e+00 7.32246e-01 1.27780e+00
1.27053e+00 7.09370e-01 1.25073e+00
1.16112e+00 6.33913e-01 1.14491e+00
1.01821e+00 5.35955e-01 1.00229e+00
1.05093e+00 5.59807e-01 1.03914e+00
1.11333e+00 6.01362e-01 1.09902e+00
1.17501e+00 6.45085e-01 1.15574e+00
1.19447e+00 6.57163e-01 1.17479e+00
1.11768e+00 6.04339e-01 1.10523e+00
1.12125e+00 6.04786e-01 1.10356e+00
1.12149e+00 6.08036e-01 1.10673e+00
1.28161e+00 7.16066e-01 1.26410e+00
1.25031e+00 6.92251e-01 1.22799e+00
1.14532e+00 6.20344e-01 1.12852e+00
1.09353e+00 5.82573e-01 1.07605e+00
1.22145e+00 6.74519e-01 1.19826e+00
1.23550e+00 6.79591e-01 1.21294e+00
1.12670e+00 6.08560e-01 1.10965e+00
1.21053e+00 6.64903e-01 1.19159e+00
1.12803e+00 6.13714e-01 1.11147e+00
1.07323e+00 5.74809e-01 1.05582e+00
1.10584e+00 5.94818e-01 1.08989e+00
1.11663e+00 6.05484e-01 1.10174e+00
1.09314e+00 5.89507e-01 1.08231e+00
1.13864e+00 6.18153e-01 1.12707e+00
1.25112e+00 6.95800e-01 1.22714e+00
1.16294e+00 6.34284e-01 1.14346e+00
1.24385e+00 6.92552e-01 1.22855e+00
1.11823e+00 6.03377e-01 1.09707e+00
1.11237e+00 5.99642e-01 1.09473e+00
1.23636e+00 6.83478e-01 1.22006e+00
1.14748e+00 6.27214e-01 1.13232e+00
1.19552e+00 6.58983e-01 1.17720e+00
1.17927e+00 6.46554e-01 1.16331e+00
1.18919e+00 6.57394e-01 1.17396e+00
1.16176e+00 6.37916e-01 1.14486e+00
1.09306e+00 5.87224e-01 1.08029e+00
1.16321e+00 6.37439e-01 1.14544e+00
1.14941e+00 6.28690e-01 1.13504e+00
1.14323e+00 6.22554e-01 1.12249e+00
1.01879e+00 5.32231e-01 1.00141e+00
1.09085e+00 5.88489e-01 1.07854e+00
1.12546e+00 6.08556e-01 1.10787e+00
1.06921e+00 5.71486e-01 1.05118e+00
1.04292e+00 5.55137e-01 1.02830e+00
1.15832e+00 6.32280e-01 1.13425e+00
1.22153e+00 6.75173e-01 1.20455e+00
1.21426e+00 6.68858e-01 1.19349e+00
1.25649e+00 6.97392e-01 1.23618e+00
1.08704e+00 5.80688e-01 1.06842e+00
1.13757e+00 6.14589e-01 1.11669e+00
1.26306e+00 7.04274e-01 1.23870e+00
1.17216e+00 6.38822e-01 1.15224e+00
1.10568e+00 5.92622e-01 1.08963e+00
1.14304e+00 6.21241e-01 1.12789e+00
1.18938e+00 6.55090e-01 1.17481e+00
1.29425e+00 7.24183e-01 1.27376e+00
1.12920e+00 6.11074e-01 1.11021e+00
1.17325e+00 6.45398e-01 1.15715e+00
1.14120e+00 6.24628e-01 1.12796e+00
1.13400e+00 6.14131e-01 1.11667e+00
1.16230e+00 6.35712e-01 1.14223e+00
1.14302e+00 6.18883e-01 1.12560e+00
1.14599e+00 6.22657e-01 1.12387e+00
1.07285e+00 5.73992e-01 1.05758e+00
1.12163e+00 6.08075e-01 1.10739e+00
1.07921e+00 5.80353e-01 1.06382e+00
1.16169e+00 6.34333e-01 1.14535e+00
1.15370e+00 6.32354e-01 1.13527e+00
1.23225e+00 6.82034e-01 1.21044e+00
9.53505e-01 4.92355e-01 9.43682e-01
1.12232e+00 6.07936e-01 1.10434e+00
1.16059e+00 6.33057e-01 1.14025e+00
1.13726e+00 6.14673e-01 1.11994e+00
1.08038e+00 5.70495e-01 1.05754e+00
1.21349e+00 6.68219e-01 1.19571e+00
1.01763e+00 5.37791e-01 1.00323e+00
1.20537e+00 6.63204e-01 1.18477e+00
1.15931e+00 6.33266e-01 1.14489e+00
1.09901e+00 5.93497e-01 1.08707e+00
1.29784e+00 7.29587e-01 1.27695e+00
1.15577e+00 6.31413e-01 1.13741e+00
1.18517e+00 6.47412e-01 1.16701e+00
1.18715e+00 6.53492e-01 1.16820e+00
1.12417e+00 6.05647e-01 1.10769e+00
1.12368e+00 6.08159e-01 1.11452e+00
1.10663e+00 5.95493e-01 1.09275e+00
1.15415e+00 6.22157e-01 1.12945e+00
1.03254e+00 5.46426e-01 1.02056e+00
1.16036e+00 6.31852e-01 1.14512e+00
1.14256e+00 6.19208e-01 1.12369e+00
1.21261e+00 6.68101e-01 1.19422e+00
1.17039e+00 6.38091e-01 1.14937e+00
1.02169e+00 5.36780e-01 1.00740e+00
1.20753e+00 6.67482e-01 1.18757e+00
1.17943e+00 6.41305e-01 1.16015e+00
1.08640e+00 5.80064e-01 1.06966e+00
1.16057e+00 6.32533e-01 1.14167e+00
1.23632e+00 6.82768e-01 1.21401e+00
1.11995e+00 6.05221e-01 1.10520e+00
1.13437e+00 6.14962e-01 1.11582e+00
1.19310e+00 6.56240e-01 1.17866e+00
1.05539e+00 5.58654e-01 1.04189e+00
1.16763e+00 6.38861e-01 1.15320e+00
1.13685e+00 6.15037e-01 1.11765e+00
1.20501e+00 6.68552e-01 1.18809e+00
1.18171e+00 6.47939e-01 1.16527e+00
1.13449e+00 6.14368e-01 1.11472e+00
1.20171e+00 6.61033e-01 1.17741e+00
1.29667e+00 7.29363e-01 1.27518e+00
1.10108e+00 5.92210e-01 1.08632e+00
9.48566e-01 4.88732e-01 9.34303e-01
1.16210e+00 6.34358e-01 1.14725e+00
1.22598e+00 6.77915e-01 1.20551e+00
1.13493e+00 6.11964e-01 1.11785e+00
1.16263e+00 6.38364e-01 1.14891e+00
1.22990e+00 6.78219e-01 1.20481e+00
1.22320e+00 6.72772e-01 1.19868e+00
1.12512e+00 6.13699e-01 1.10734e+00
1.24993e+00 6.91968e-01 1.22908e+00
1.24153e+00 6.88962e-01 1.22344e+00
1.09496e+00 5.83585e-01 1.07527e+00
1.21578e+00 6.73036e-01 1.19777e+00
1.14242e+00 6.21493e-01 1.12374e+00
1.22130e+00 6.77026e-01 1.20477e+00
1.12880e+00 6.09473e-01 1.11254e+00
9.51848e-01 4.90461e-01 9.38905e-01
1.13897e+00 6.20749e-01 1.12300e+00
1.17244e+00 6.42842e-01 1.15407e+00
1.05844e+00 5.59693e-01 1.04123e+00
1.18393e+00 6.49732e-01 1.16188e+00
1.09736e+00 5.91655e-01 1.07958e+00
1.14015e+00 6.17031e-01 1.12219e+00
1.30702e+00 7.36299e-01 1.28613e+00
1.14037e+00 6.20333e-01 1.12177e+00
1.17064e+00 6.38959e-01 1.15027e+00
1.24689e+00 6.91152e-01 1.22721e+00
1.16109e+00 6.32405e-01 1.14458e+00
1.09194e+00 5.88568e-01 1.07857e+00
1.10196e+00 5.94085e-01 1.08754e+00
1.09992e+00 5.94609e-01 1.08550e+00
1.18905e+00 6.52633e-01 1.16792e+00
